W WARNING: You specified different values for --load_checkpoint_dir and --save_checkpoint_dir, but you are running training and testing in a single invocation. The testing step will respect --load_checkpoint_dir, and thus WILL NOT TEST THE CHECKPOINT CREATED BY THE TRAINING STEP. Train and test in two separate invocations, specifying the correct --load_checkpoint_dir in both cases, or use the same location for loading and saving.
I Loading best validating checkpoint from pretrained/best_dev-732522
I Loading variable from checkpoint: beta1_power
I Loading variable from checkpoint: beta2_power
I Loading variable from checkpoint: cudnn_lstm/opaque_kernel
I Loading variable from checkpoint: cudnn_lstm/opaque_kernel/Adam
I Loading variable from checkpoint: cudnn_lstm/opaque_kernel/Adam_1
I Loading variable from checkpoint: global_step
I Loading variable from checkpoint: layer_1/bias
I Loading variable from checkpoint: layer_1/weights
I Loading variable from checkpoint: layer_2/bias
I Loading variable from checkpoint: layer_2/weights
I Loading variable from checkpoint: layer_3/bias
I Loading variable from checkpoint: layer_3/weights
I Loading variable from checkpoint: layer_5/bias
I Loading variable from checkpoint: layer_5/weights
I Initializing variable: layer_6/bias
I Initializing variable: layer_6/bias/Adam
I Initializing variable: layer_6/bias/Adam_1
I Initializing variable: layer_6/weights
I Initializing variable: layer_6/weights/Adam
I Initializing variable: layer_6/weights/Adam_1
I Initializing variable: learning_rate
I STARTING Optimization
Epoch 0 |   Training | Elapsed Time: 0:00:00 | Steps: 0 | Loss: 0.000000
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 24 | Loss: 107.857663
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 25 | Loss: 106.592021
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 26 | Loss: 105.652441
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 27 | Loss: 104.616103
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 28 | Loss: 103.672221
Epoch 0 |   Training | Elapsed Time: 0:00:07 | Steps: 29 | Loss: 102.768277
Epoch 0 |   Training | Elapsed Time: 0:00:08 | Steps: 30 | Loss: 101.892405
Epoch 0 |   Training | Elapsed Time: 0:00:08 | Steps: 31 | Loss: 101.776357
Epoch 0 |   Training | Elapsed Time: 0:00:08 | Steps: 32 | Loss: 100.809047
Epoch 0 |   Training | Elapsed Time: 0:00:08 | Steps: 33 | Loss: 100.775466
Epoch 0 |   Training | Elapsed Time: 0:00:08 | Steps: 34 | Loss: 100.174159
Epoch 0 |   Training | Elapsed Time: 0:00:08 | Steps: 35 | Loss: 99.558922
Epoch 0 |   Training | Elapsed Time: 0:00:09 | Steps: 36 | Loss: 99.063538
Epoch 0 |   Training | Elapsed Time: 0:00:09 | Steps: 37 | Loss: 98.606664
Epoch 0 |   Training | Elapsed Time: 0:00:09 | Steps: 38 | Loss: 98.147613
Epoch 0 |   Training | Elapsed Time: 0:00:09 | Steps: 39 | Loss: 97.663937
Epoch 0 |   Training | Elapsed Time: 0:00:09 | Steps: 40 | Loss: 97.497397
Epoch 0 |   Training | Elapsed Time: 0:00:09 | Steps: 41 | Loss: 97.053402
Epoch 0 |   Training | Elapsed Time: 0:00:10 | Steps: 42 | Loss: 96.658543
Epoch 0 |   Training | Elapsed Time: 0:00:10 | Steps: 43 | Loss: 96.265763
Epoch 0 |   Training | Elapsed Time: 0:00:10 | Steps: 44 | Loss: 95.949014
Epoch 0 |   Training | Elapsed Time: 0:00:10 | Steps: 45 | Loss: 95.594982
Epoch 0 |   Training | Elapsed Time: 0:00:10 | Steps: 46 | Loss: 94.979705
Epoch 0 |   Training | Elapsed Time: 0:00:11 | Steps: 47 | Loss: 94.696009
Epoch 0 |   Training | Elapsed Time: 0:00:11 | Steps: 48 | Loss: 94.184133
Epoch 0 |   Training | Elapsed Time: 0:00:11 | Steps: 49 | Loss: 93.731760
Epoch 0 |   Training | Elapsed Time: 0:00:11 | Steps: 50 | Loss: 93.326181
Epoch 0 |   Training | Elapsed Time: 0:00:11 | Steps: 51 | Loss: 93.043595
Epoch 0 |   Training | Elapsed Time: 0:00:11 | Steps: 52 | Loss: 92.671913
Epoch 0 |   Training | Elapsed Time: 0:00:12 | Steps: 53 | Loss: 92.339938
Epoch 0 |   Training | Elapsed Time: 0:00:12 | Steps: 54 | Loss: 92.050769
Epoch 0 |   Training | Elapsed Time: 0:00:12 | Steps: 55 | Loss: 91.663818
Epoch 0 |   Training | Elapsed Time: 0:00:12 | Steps: 56 | Loss: 91.359046
Epoch 0 |   Training | Elapsed Time: 0:00:12 | Steps: 57 | Loss: 90.866499
Epoch 0 |   Training | Elapsed Time: 0:00:13 | Steps: 58 | Loss: 90.244840
Epoch 0 |   Training | Elapsed Time: 0:00:13 | Steps: 59 | Loss: 89.888431
Epoch 0 |   Training | Elapsed Time: 0:00:13 | Steps: 60 | Loss: 89.506582
Epoch 0 |   Training | Elapsed Time: 0:00:13 | Steps: 61 | Loss: 89.190333
Epoch 0 |   Training | Elapsed Time: 0:00:13 | Steps: 62 | Loss: 88.948145
Epoch 0 |   Training | Elapsed Time: 0:00:13 | Steps: 63 | Loss: 88.522418
Epoch 0 |   Training | Elapsed Time: 0:00:14 | Steps: 64 | Loss: 88.107159
Epoch 0 |   Training | Elapsed Time: 0:00:14 | Steps: 65 | Loss: 87.729774
Epoch 0 |   Training | Elapsed Time: 0:00:14 | Steps: 66 | Loss: 87.280033
Epoch 0 |   Training | Elapsed Time: 0:00:14 | Steps: 67 | Loss: 86.913529
Epoch 0 |   Training | Elapsed Time: 0:00:14 | Steps: 68 | Loss: 86.523670
Epoch 0 |   Training | Elapsed Time: 0:00:15 | Steps: 69 | Loss: 86.207029
Epoch 0 |   Training | Elapsed Time: 0:00:15 | Steps: 70 | Loss: 85.959047
Epoch 0 |   Training | Elapsed Time: 0:00:15 | Steps: 71 | Loss: 85.675224
Epoch 0 |   Training | Elapsed Time: 0:00:15 | Steps: 72 | Loss: 85.366832
Epoch 0 |   Training | Elapsed Time: 0:00:15 | Steps: 73 | Loss: 85.085154
Epoch 0 |   Training | Elapsed Time: 0:00:16 | Steps: 74 | Loss: 84.728347
Epoch 0 |   Training | Elapsed Time: 0:00:16 | Steps: 75 | Loss: 84.490670
Epoch 0 |   Training | Elapsed Time: 0:00:16 | Steps: 76 | Loss: 84.117803
Epoch 0 |   Training | Elapsed Time: 0:00:16 | Steps: 77 | Loss: 83.764844
Epoch 0 |   Training | Elapsed Time: 0:00:16 | Steps: 78 | Loss: 83.494181
Epoch 0 |   Training | Elapsed Time: 0:00:17 | Steps: 79 | Loss: 83.227267
Epoch 0 |   Training | Elapsed Time: 0:00:17 | Steps: 80 | Loss: 82.955908
Epoch 0 |   Training | Elapsed Time: 0:00:17 | Steps: 81 | Loss: 82.736010
Epoch 0 |   Training | Elapsed Time: 0:00:17 | Steps: 82 | Loss: 82.470665
Epoch 0 |   Training | Elapsed Time: 0:00:17 | Steps: 83 | Loss: 82.196305
Epoch 0 |   Training | Elapsed Time: 0:00:18 | Steps: 84 | Loss: 81.974463
Epoch 0 |   Training | Elapsed Time: 0:00:18 | Steps: 85 | Loss: 81.740474
Epoch 0 |   Training | Elapsed Time: 0:00:18 | Steps: 86 | Loss: 81.479377
Epoch 0 |   Training | Elapsed Time: 0:00:18 | Steps: 87 | Loss: 81.270019
Epoch 0 |   Training | Elapsed Time: 0:00:18 | Steps: 88 | Loss: 81.046062
Epoch 0 |   Training | Elapsed Time: 0:00:19 | Steps: 89 | Loss: 80.868308
Epoch 0 |   Training | Elapsed Time: 0:00:19 | Steps: 90 | Loss: 80.725306
Epoch 0 |   Training | Elapsed Time: 0:00:19 | Steps: 91 | Loss: 80.475142
Epoch 0 |   Training | Elapsed Time: 0:00:19 | Steps: 92 | Loss: 80.226951
Epoch 0 |   Training | Elapsed Time: 0:00:19 | Steps: 93 | Loss: 79.988381
Epoch 0 |   Training | Elapsed Time: 0:00:20 | Steps: 94 | Loss: 79.882875
Epoch 0 |   Training | Elapsed Time: 0:00:20 | Steps: 95 | Loss: 79.700101
Epoch 0 |   Training | Elapsed Time: 0:00:20 | Steps: 96 | Loss: 79.421235
Epoch 0 |   Training | Elapsed Time: 0:00:20 | Steps: 97 | Loss: 79.253565
Epoch 0 |   Training | Elapsed Time: 0:00:20 | Steps: 98 | Loss: 79.016177
Epoch 0 |   Training | Elapsed Time: 0:00:21 | Steps: 99 | Loss: 78.852287
Epoch 0 |   Training | Elapsed Time: 0:00:21 | Steps: 100 | Loss: 78.646701
Epoch 0 |   Training | Elapsed Time: 0:00:21 | Steps: 101 | Loss: 78.433228
Epoch 0 |   Training | Elapsed Time: 0:00:21 | Steps: 102 | Loss: 78.254703
Epoch 0 |   Training | Elapsed Time: 0:00:21 | Steps: 103 | Loss: 78.156907
Epoch 0 |   Training | Elapsed Time: 0:00:22 | Steps: 104 | Loss: 77.986092
Epoch 0 |   Training | Elapsed Time: 0:00:22 | Steps: 105 | Loss: 77.856048
Epoch 0 |   Training | Elapsed Time: 0:00:22 | Steps: 106 | Loss: 77.678060
Epoch 0 |   Training | Elapsed Time: 0:00:22 | Steps: 107 | Loss: 77.569578
Epoch 0 |   Training | Elapsed Time: 0:00:23 | Steps: 108 | Loss: 77.495071
Epoch 0 |   Training | Elapsed Time: 0:00:23 | Steps: 109 | Loss: 77.272042
Epoch 0 |   Training | Elapsed Time: 0:00:23 | Steps: 110 | Loss: 76.995770
Epoch 0 |   Training | Elapsed Time: 0:00:23 | Steps: 111 | Loss: 76.813055
Epoch 0 |   Training | Elapsed Time: 0:00:23 | Steps: 112 | Loss: 76.618243
Epoch 0 |   Training | Elapsed Time: 0:00:24 | Steps: 113 | Loss: 76.581530
Epoch 0 |   Training | Elapsed Time: 0:00:24 | Steps: 114 | Loss: 76.507434
Epoch 0 |   Training | Elapsed Time: 0:00:24 | Steps: 115 | Loss: 76.369504
Epoch 0 |   Training | Elapsed Time: 0:00:24 | Steps: 116 | Loss: 76.181315
Epoch 0 |   Training | Elapsed Time: 0:00:24 | Steps: 117 | Loss: 75.980150
Epoch 0 |   Training | Elapsed Time: 0:00:25 | Steps: 118 | Loss: 75.906554
Epoch 0 |   Training | Elapsed Time: 0:00:25 | Steps: 119 | Loss: 75.674962
Epoch 0 |   Training | Elapsed Time: 0:00:25 | Steps: 120 | Loss: 75.604375
Epoch 0 |   Training | Elapsed Time: 0:00:25 | Steps: 121 | Loss: 75.467507
Epoch 0 |   Training | Elapsed Time: 0:00:26 | Steps: 122 | Loss: 75.355012
Epoch 0 |   Training | Elapsed Time: 0:00:26 | Steps: 123 | Loss: 75.193780
Epoch 0 |   Training | Elapsed Time: 0:00:26 | Steps: 124 | Loss: 75.036852
Epoch 0 |   Training | Elapsed Time: 0:00:26 | Steps: 125 | Loss: 74.886060
Epoch 0 |   Training | Elapsed Time: 0:00:26 | Steps: 126 | Loss: 74.741857
Epoch 0 |   Training | Elapsed Time: 0:00:27 | Steps: 127 | Loss: 74.594694
Epoch 0 |   Training | Elapsed Time: 0:00:27 | Steps: 128 | Loss: 74.516673
Epoch 0 |   Training | Elapsed Time: 0:00:27 | Steps: 129 | Loss: 74.413263
Epoch 0 |   Training | Elapsed Time: 0:00:27 | Steps: 130 | Loss: 74.305677
Epoch 0 |   Training | Elapsed Time: 0:00:28 | Steps: 131 | Loss: 74.214605
Epoch 0 |   Training | Elapsed Time: 0:00:28 | Steps: 132 | Loss: 74.105639
Epoch 0 |   Training | Elapsed Time: 0:00:28 | Steps: 133 | Loss: 73.960348
Epoch 0 |   Training | Elapsed Time: 0:00:28 | Steps: 134 | Loss: 73.918672
Epoch 0 |   Training | Elapsed Time: 0:00:29 | Steps: 135 | Loss: 73.812900
Epoch 0 |   Training | Elapsed Time: 0:00:29 | Steps: 136 | Loss: 73.710334
Epoch 0 |   Training | Elapsed Time: 0:00:29 | Steps: 137 | Loss: 73.601491
Epoch 0 |   Training | Elapsed Time: 0:00:29 | Steps: 138 | Loss: 73.514479
Epoch 0 |   Training | Elapsed Time: 0:00:29 | Steps: 139 | Loss: 73.437682
Epoch 0 |   Training | Elapsed Time: 0:00:30 | Steps: 140 | Loss: 73.278208
Epoch 0 |   Training | Elapsed Time: 0:00:30 | Steps: 141 | Loss: 73.223357
Epoch 0 |   Training | Elapsed Time: 0:00:30 | Steps: 142 | Loss: 73.160590
Epoch 0 |   Training | Elapsed Time: 0:00:30 | Steps: 143 | Loss: 73.062149
Epoch 0 |   Training | Elapsed Time: 0:00:31 | Steps: 144 | Loss: 73.033276
Epoch 0 |   Training | Elapsed Time: 0:00:31 | Steps: 145 | Loss: 72.944752
Epoch 0 |   Training | Elapsed Time: 0:00:31 | Steps: 146 | Loss: 72.866555
Epoch 0 |   Training | Elapsed Time: 0:00:31 | Steps: 147 | Loss: 72.782507
Epoch 0 |   Training | Elapsed Time: 0:00:31 | Steps: 148 | Loss: 72.712019
Epoch 0 |   Training | Elapsed Time: 0:00:32 | Steps: 149 | Loss: 72.692326
Epoch 0 |   Training | Elapsed Time: 0:00:32 | Steps: 150 | Loss: 72.594386
Epoch 0 |   Training | Elapsed Time: 0:00:32 | Steps: 151 | Loss: 72.572709
Epoch 0 |   Training | Elapsed Time: 0:00:32 | Steps: 152 | Loss: 72.537698
Epoch 0 |   Training | Elapsed Time: 0:00:33 | Steps: 153 | Loss: 72.546614
Epoch 0 |   Training | Elapsed Time: 0:00:33 | Steps: 154 | Loss: 72.468686
Epoch 0 |   Training | Elapsed Time: 0:00:33 | Steps: 155 | Loss: 72.348629
Epoch 0 |   Training | Elapsed Time: 0:00:33 | Steps: 156 | Loss: 72.272591
Epoch 0 |   Training | Elapsed Time: 0:00:34 | Steps: 157 | Loss: 72.228477
Epoch 0 |   Training | Elapsed Time: 0:00:34 | Steps: 158 | Loss: 72.191156
Epoch 0 |   Training | Elapsed Time: 0:00:34 | Steps: 159 | Loss: 72.107021
Epoch 0 |   Training | Elapsed Time: 0:00:34 | Steps: 160 | Loss: 72.120032
Epoch 0 |   Training | Elapsed Time: 0:00:35 | Steps: 161 | Loss: 71.991815
Epoch 0 |   Training | Elapsed Time: 0:00:35 | Steps: 162 | Loss: 71.890634
Epoch 0 |   Training | Elapsed Time: 0:00:35 | Steps: 163 | Loss: 71.774762
Epoch 0 |   Training | Elapsed Time: 0:00:35 | Steps: 164 | Loss: 71.734215
Epoch 0 |   Training | Elapsed Time: 0:00:35 | Steps: 165 | Loss: 71.698429
Epoch 0 |   Training | Elapsed Time: 0:00:36 | Steps: 166 | Loss: 71.634576
Epoch 0 |   Training | Elapsed Time: 0:00:36 | Steps: 167 | Loss: 71.582987
Epoch 0 |   Training | Elapsed Time: 0:00:36 | Steps: 168 | Loss: 71.473275
Epoch 0 |   Training | Elapsed Time: 0:00:36 | Steps: 169 | Loss: 71.412323
Epoch 0 |   Training | Elapsed Time: 0:00:37 | Steps: 170 | Loss: 71.339143
Epoch 0 |   Training | Elapsed Time: 0:00:37 | Steps: 171 | Loss: 71.295440
Epoch 0 |   Training | Elapsed Time: 0:00:37 | Steps: 172 | Loss: 71.235418
Epoch 0 |   Training | Elapsed Time: 0:00:37 | Steps: 173 | Loss: 71.152073
Epoch 0 |   Training | Elapsed Time: 0:00:38 | Steps: 174 | Loss: 71.095506
Epoch 0 |   Training | Elapsed Time: 0:00:38 | Steps: 175 | Loss: 71.107720
Epoch 0 |   Training | Elapsed Time: 0:00:38 | Steps: 176 | Loss: 71.054539
Epoch 0 |   Training | Elapsed Time: 0:00:38 | Steps: 177 | Loss: 71.053192
Epoch 0 |   Training | Elapsed Time: 0:00:39 | Steps: 178 | Loss: 70.979520
Epoch 0 |   Training | Elapsed Time: 0:00:39 | Steps: 179 | Loss: 70.887251
Epoch 0 |   Training | Elapsed Time: 0:00:39 | Steps: 180 | Loss: 70.923544
Epoch 0 |   Training | Elapsed Time: 0:00:39 | Steps: 181 | Loss: 70.934676
Epoch 0 |   Training | Elapsed Time: 0:00:40 | Steps: 182 | Loss: 70.904477
Epoch 0 |   Training | Elapsed Time: 0:00:40 | Steps: 183 | Loss: 70.865436
Epoch 0 |   Training | Elapsed Time: 0:00:40 | Steps: 184 | Loss: 70.848339
Epoch 0 |   Training | Elapsed Time: 0:00:40 | Steps: 185 | Loss: 70.775581
Epoch 0 |   Training | Elapsed Time: 0:00:41 | Steps: 186 | Loss: 70.718155
Epoch 0 |   Training | Elapsed Time: 0:00:41 | Steps: 187 | Loss: 70.658379
Epoch 0 |   Training | Elapsed Time: 0:00:41 | Steps: 188 | Loss: 70.629822
Epoch 0 |   Training | Elapsed Time: 0:00:41 | Steps: 189 | Loss: 70.550239
Epoch 0 |   Training | Elapsed Time: 0:00:42 | Steps: 190 | Loss: 70.522502
Epoch 0 |   Training | Elapsed Time: 0:00:42 | Steps: 191 | Loss: 70.472172
Epoch 0 |   Training | Elapsed Time: 0:00:42 | Steps: 192 | Loss: 70.426733
Epoch 0 |   Training | Elapsed Time: 0:00:42 | Steps: 193 | Loss: 70.390182
Epoch 0 |   Training | Elapsed Time: 0:00:43 | Steps: 194 | Loss: 70.300514
Epoch 0 |   Training | Elapsed Time: 0:00:43 | Steps: 195 | Loss: 70.266718
Epoch 0 |   Training | Elapsed Time: 0:00:43 | Steps: 196 | Loss: 70.231082
Epoch 0 |   Training | Elapsed Time: 0:00:43 | Steps: 197 | Loss: 70.207275
Epoch 0 |   Training | Elapsed Time: 0:00:44 | Steps: 198 | Loss: 70.151669
Epoch 0 |   Training | Elapsed Time: 0:00:44 | Steps: 199 | Loss: 70.162234
Epoch 0 |   Training | Elapsed Time: 0:00:44 | Steps: 200 | Loss: 70.088574
Epoch 0 |   Training | Elapsed Time: 0:00:44 | Steps: 201 | Loss: 70.050486
Epoch 0 |   Training | Elapsed Time: 0:00:45 | Steps: 202 | Loss: 70.028192
Epoch 0 |   Training | Elapsed Time: 0:00:45 | Steps: 203 | Loss: 69.977900
Epoch 0 |   Training | Elapsed Time: 0:00:45 | Steps: 204 | Loss: 69.919249
Epoch 0 |   Training | Elapsed Time: 0:00:46 | Steps: 205 | Loss: 69.856798
Epoch 0 |   Training | Elapsed Time: 0:00:46 | Steps: 206 | Loss: 69.832482
Epoch 0 |   Training | Elapsed Time: 0:00:46 | Steps: 207 | Loss: 69.801626
Epoch 0 |   Training | Elapsed Time: 0:00:46 | Steps: 208 | Loss: 69.780275
Epoch 0 |   Training | Elapsed Time: 0:00:47 | Steps: 209 | Loss: 69.730005
Epoch 0 |   Training | Elapsed Time: 0:00:47 | Steps: 210 | Loss: 69.697310
Epoch 0 |   Training | Elapsed Time: 0:00:47 | Steps: 211 | Loss: 69.695067
Epoch 0 |   Training | Elapsed Time: 0:00:47 | Steps: 212 | Loss: 69.692268
Epoch 0 |   Training | Elapsed Time: 0:00:48 | Steps: 213 | Loss: 69.675505
Epoch 0 |   Training | Elapsed Time: 0:00:48 | Steps: 214 | Loss: 69.666127
Epoch 0 |   Training | Elapsed Time: 0:00:48 | Steps: 215 | Loss: 69.628458
Epoch 0 |   Training | Elapsed Time: 0:00:48 | Steps: 216 | Loss: 69.613781
Epoch 0 |   Training | Elapsed Time: 0:00:49 | Steps: 217 | Loss: 69.609566
Epoch 0 |   Training | Elapsed Time: 0:00:49 | Steps: 218 | Loss: 69.562946
Epoch 0 |   Training | Elapsed Time: 0:00:49 | Steps: 219 | Loss: 69.544783
Epoch 0 |   Training | Elapsed Time: 0:00:50 | Steps: 220 | Loss: 69.547313
Epoch 0 |   Training | Elapsed Time: 0:00:50 | Steps: 221 | Loss: 69.552750
Epoch 0 |   Training | Elapsed Time: 0:00:50 | Steps: 222 | Loss: 69.478822
Epoch 0 |   Training | Elapsed Time: 0:00:50 | Steps: 223 | Loss: 69.463445
Epoch 0 |   Training | Elapsed Time: 0:00:51 | Steps: 224 | Loss: 69.441848
Epoch 0 |   Training | Elapsed Time: 0:00:51 | Steps: 225 | Loss: 69.451249
Epoch 0 |   Training | Elapsed Time: 0:00:51 | Steps: 226 | Loss: 69.458556
Epoch 0 |   Training | Elapsed Time: 0:00:51 | Steps: 227 | Loss: 69.441671
Epoch 0 |   Training | Elapsed Time: 0:00:52 | Steps: 228 | Loss: 69.429857
Epoch 0 |   Training | Elapsed Time: 0:00:52 | Steps: 229 | Loss: 69.434668
Epoch 0 |   Training | Elapsed Time: 0:00:52 | Steps: 230 | Loss: 69.456877
Epoch 0 |   Training | Elapsed Time: 0:00:53 | Steps: 231 | Loss: 69.394218
Epoch 0 |   Training | Elapsed Time: 0:00:53 | Steps: 232 | Loss: 69.413018
Epoch 0 |   Training | Elapsed Time: 0:00:53 | Steps: 233 | Loss: 69.435611
Epoch 0 |   Training | Elapsed Time: 0:00:53 | Steps: 234 | Loss: 69.408809
Epoch 0 |   Training | Elapsed Time: 0:00:54 | Steps: 235 | Loss: 69.399333
Epoch 0 |   Training | Elapsed Time: 0:00:54 | Steps: 236 | Loss: 69.378931
Epoch 0 |   Training | Elapsed Time: 0:00:54 | Steps: 237 | Loss: 69.345018
Epoch 0 |   Training | Elapsed Time: 0:00:55 | Steps: 238 | Loss: 69.338902
Epoch 0 |   Training | Elapsed Time: 0:00:55 | Steps: 239 | Loss: 69.341615
Epoch 0 |   Training | Elapsed Time: 0:00:55 | Steps: 240 | Loss: 69.315439
Epoch 0 |   Training | Elapsed Time: 0:00:55 | Steps: 241 | Loss: 69.295707
Epoch 0 |   Training | Elapsed Time: 0:00:56 | Steps: 242 | Loss: 69.320221
Epoch 0 |   Training | Elapsed Time: 0:00:56 | Steps: 243 | Loss: 69.313224
Epoch 0 |   Training | Elapsed Time: 0:00:56 | Steps: 244 | Loss: 69.354238
Epoch 0 |   Training | Elapsed Time: 0:00:57 | Steps: 245 | Loss: 69.363182
Epoch 0 |   Training | Elapsed Time: 0:00:57 | Steps: 246 | Loss: 69.363172
Epoch 0 |   Training | Elapsed Time: 0:00:57 | Steps: 247 | Loss: 69.327698
Epoch 0 |   Training | Elapsed Time: 0:00:57 | Steps: 248 | Loss: 69.357036
Epoch 0 |   Training | Elapsed Time: 0:00:58 | Steps: 249 | Loss: 69.368794
Epoch 0 |   Training | Elapsed Time: 0:00:58 | Steps: 250 | Loss: 69.340635
Epoch 0 |   Training | Elapsed Time: 0:00:58 | Steps: 251 | Loss: 69.360265
Epoch 0 |   Training | Elapsed Time: 0:00:59 | Steps: 252 | Loss: 69.363195
Epoch 0 |   Training | Elapsed Time: 0:00:59 | Steps: 253 | Loss: 69.355738
Epoch 0 |   Training | Elapsed Time: 0:00:59 | Steps: 254 | Loss: 69.338762
Epoch 0 |   Training | Elapsed Time: 0:00:59 | Steps: 255 | Loss: 69.347817
Epoch 0 |   Training | Elapsed Time: 0:01:00 | Steps: 256 | Loss: 69.346915
Epoch 0 |   Training | Elapsed Time: 0:01:00 | Steps: 257 | Loss: 69.343986
Epoch 0 |   Training | Elapsed Time: 0:01:00 | Steps: 258 | Loss: 69.349071
Epoch 0 |   Training | Elapsed Time: 0:01:01 | Steps: 259 | Loss: 69.338799
Epoch 0 |   Training | Elapsed Time: 0:01:01 | Steps: 260 | Loss: 69.325515
Epoch 0 |   Training | Elapsed Time: 0:01:01 | Steps: 261 | Loss: 69.343799
Epoch 0 |   Training | Elapsed Time: 0:01:02 | Steps: 262 | Loss: 69.340186
Epoch 0 |   Training | Elapsed Time: 0:01:02 | Steps: 263 | Loss: 69.311103
Epoch 0 |   Training | Elapsed Time: 0:01:02 | Steps: 264 | Loss: 69.313945
Epoch 0 |   Training | Elapsed Time: 0:01:03 | Steps: 265 | Loss: 69.306330
Epoch 0 |   Training | Elapsed Time: 0:01:03 | Steps: 266 | Loss: 69.280475
Epoch 0 |   Training | Elapsed Time: 0:01:03 | Steps: 267 | Loss: 69.306715
Epoch 0 |   Training | Elapsed Time: 0:01:03 | Steps: 268 | Loss: 69.313691
Epoch 0 |   Training | Elapsed Time: 0:01:04 | Steps: 269 | Loss: 69.323770
Epoch 0 |   Training | Elapsed Time: 0:01:04 | Steps: 270 | Loss: 69.330484
Epoch 0 |   Training | Elapsed Time: 0:01:04 | Steps: 271 | Loss: 69.366572
Epoch 0 |   Training | Elapsed Time: 0:01:05 | Steps: 272 | Loss: 69.362023
Epoch 0 |   Training | Elapsed Time: 0:01:05 | Steps: 273 | Loss: 69.352808
Epoch 0 |   Training | Elapsed Time: 0:01:05 | Steps: 274 | Loss: 69.350062
